charge_id,account_id,batch_id,charge_date,charge_type,charge_amount,generated_at
CHG-000794,ACCT-000003,B0007,2026-06-20,Energy,251.27,2026-07-14T23:44:01+00:00
CHG-000795,ACCT-000045,B0007,2026-06-25,Rider,208.36,2026-07-14T23:44:01+00:00
CHG-000796,ACCT-000045,B0007,2026-07-01,Rider,380.11,2026-07-14T23:44:01+00:00
CHG-000797,ACCT-000032,B0007,2026-06-27,Rider,389.86,2026-07-14T23:44:01+00:00
CHG-000798,ACCT-000087,B0007,2026-06-27,Base Fee,179.1,2026-07-14T23:44:01+00:00
CHG-000799,ACCT-000115,B0007,2026-06-28,Energy,116.24,2026-07-14T23:44:01+00:00
CHG-000800,ACCT-000115,B0007,2026-06-27,Tax Surcharge,277.14,2026-07-14T23:44:01+00:00
CHG-000801,ACCT-000115,B0007,2026-06-23,Base Fee,240.47,2026-07-14T23:44:01+00:00
CHG-000802,ACCT-000115,B0007,2026-07-13,Energy,98.76,2026-07-14T23:44:01+00:00
CHG-000803,ACCT-000115,B0007,2026-06-27,Tax Surcharge,277.14,2026-07-14T23:44:01+00:00
CHG-000804,ACCT-000128,B0007,2026-07-05,Energy,43.67,2026-07-14T23:44:01+00:00
CHG-000805,ACCT-000128,B0007,2026-07-10,Delivery,153.24,2026-07-14T23:44:01+00:00
CHG-000806,ACCT-000057,B0007,2026-06-30,Rider,226.15,2026-07-14T23:44:01+00:00
CHG-000807,ACCT-000123,B0007,2026-06-28,Delivery,240.47,2026-07-14T23:44:01+00:00
CHG-000808,ACCT-000123,B0007,2026-06-24,Base Fee,115.83,2026-07-14T23:44:01+00:00
CHG-000809,ACCT-000123,B0007,2026-07-02,Rider,390.76,2026-07-14T23:44:01+00:00
CHG-000810,ACCT-000120,B0007,2026-06-21,Rider,125.79,2026-07-14T23:44:01+00:00
CHG-000811,ACCT-000120,B0007,2026-07-03,Rider,189.8,2026-07-14T23:44:01+00:00
CHG-000812,ACCT-000053,B0007,2026-06-30,Base Fee,217.55,2026-07-14T23:44:01+00:00
CHG-000813,ACCT-000053,B0007,2026-06-23,Tax Surcharge,290.22,2026-07-14T23:44:01+00:00
CHG-000814,ACCT-000053,B0007,2026-07-05,Rider,295.29,2026-07-14T23:44:01+00:00
CHG-000815,ACCT-000006,B0007,2026-07-02,Tax Surcharge,139.52,2026-07-14T23:44:01+00:00
CHG-000816,ACCT-000006,B0007,2026-07-11,Delivery,280.22,2026-07-14T23:44:01+00:00
CHG-000817,ACCT-000006,B0007,2026-07-08,Rider,396.87,2026-07-14T23:44:01+00:00
CHG-000818,ACCT-000006,B0007,2026-07-12,Base Fee,172.79,2026-07-14T23:44:01+00:00
CHG-000819,ACCT-000088,B0007,2026-06-27,Tax Surcharge,180.06,2026-07-14T23:44:01+00:00
CHG-000820,ACCT-000018,B0007,2026-07-13,Energy,301.32,2026-07-14T23:44:01+00:00
CHG-000821,ACCT-000018,B0007,2026-07-13,Energy,39.74,2026-07-14T23:44:01+00:00
CHG-000822,ACCT-000067,B0007,2026-07-04,Rider,102.31,2026-07-14T23:44:01+00:00
CHG-000823,ACCT-000067,B0007,2026-06-22,Delivery,221.66,2026-07-14T23:44:01+00:00
CHG-000824,ACCT-000067,B0007,2026-06-23,Energy,177.02,2026-07-14T23:44:01+00:00
CHG-000825,ACCT-000105,B0007,2026-07-03,Tax Surcharge,364.43,2026-07-14T23:44:01+00:00
CHG-000826,ACCT-000101,B0007,2026-07-04,Rider,62.1,2026-07-14T23:44:01+00:00
CHG-000827,ACCT-000101,B0007,2026-06-21,Tax Surcharge,80.58,2026-07-14T23:44:01+00:00
CHG-000828,ACCT-000101,B0007,2026-07-13,Delivery,185.36,2026-07-14T23:44:01+00:00
CHG-000829,ACCT-000101,B0007,2026-07-13,Energy,87.48,2026-07-14T23:44:01+00:00
CHG-000830,ACCT-000127,B0007,2026-06-30,Energy,233.51,2026-07-14T23:44:01+00:00
CHG-000831,ACCT-000127,B0007,2026-06-23,Delivery,215.14,2026-07-14T23:44:01+00:00
CHG-000832,ACCT-000127,B0007,2026-07-14,Base Fee,149.06,2026-07-14T23:44:01+00:00
CHG-000833,ACCT-000127,B0007,2026-06-25,Delivery,239.47,2026-07-14T23:44:01+00:00
CHG-000834,ACCT-000134,B0007,2026-07-14,Base Fee,287.26,2026-07-14T23:44:01+00:00
CHG-000835,ACCT-000134,B0007,2026-07-13,Base Fee,367.31,2026-07-14T23:44:01+00:00
CHG-000836,ACCT-000134,B0007,2026-06-24,Rider,232.02,2026-07-14T23:44:01+00:00
CHG-000837,ACCT-000134,B0007,2026-07-02,Energy,241.23,2026-07-14T23:44:01+00:00
CHG-000838,ACCT-000135,B0007,2026-07-02,Energy,288.19,2026-07-14T23:44:01+00:00
CHG-000839,ACCT-000135,B0007,2026-06-22,Base Fee,391.13,2026-07-14T23:44:01+00:00
CHG-000840,ACCT-000135,B0007,2026-06-19,Energy,195.8,2026-07-14T23:44:01+00:00
CHG-000841,ACCT-000135,B0007,2026-06-24,Rider,127.26,2026-07-14T23:44:01+00:00
CHG-000842,ACCT-000136,B0007,2026-06-26,Tax Surcharge,341.5,2026-07-14T23:44:01+00:00
CHG-000843,ACCT-000136,B0007,2026-06-24,Rider,199.18,2026-07-14T23:44:01+00:00
CHG-000844,ACCT-000136,B0007,2026-07-05,Rider,263.02,2026-07-14T23:44:01+00:00
CHG-000845,ACCT-000136,B0007,2026-07-14,Delivery,44.0,2026-07-14T23:44:01+00:00
CHG-000846,ACCT-000137,B0007,2026-07-08,Base Fee,237.26,2026-07-14T23:44:01+00:00
CHG-000847,ACCT-000137,B0007,2026-06-29,Energy,188.72,2026-07-14T23:44:01+00:00
CHG-000848,ACCT-000137,B0007,2026-07-06,Base Fee,395.4,2026-07-14T23:44:01+00:00
CHG-000849,ACCT-000133,B0008,2026-07-24,Tax Surcharge,334.12,2026-07-15T01:41:57+00:00
CHG-000850,ACCT-000133,B0008,2026-07-23,Tax Surcharge,364.27,2026-07-15T01:41:57+00:00
CHG-000851,ACCT-000105,B0008,2026-07-20,Energy,399.19,2026-07-15T01:41:57+00:00
CHG-000852,ACCT-000126,B0008,2026-07-30,Base Fee,82.01,2026-07-15T01:41:57+00:00
CHG-000853,ACCT-000126,B0008,2026-08-05,Tax Surcharge,86.85,2026-07-15T01:41:57+00:00
CHG-000854,ACCT-000026,B0008,2026-08-01,Rider,65.72,2026-07-15T01:41:57+00:00
CHG-000855,ACCT-000026,B0008,2026-07-22,Delivery,64.1,2026-07-15T01:41:57+00:00
CHG-000856,ACCT-000026,B0008,2026-07-27,Tax Surcharge,78.31,2026-07-15T01:41:57+00:00
CHG-000857,ACCT-000026,B0008,2026-08-06,Tax Surcharge,368.86,2026-07-15T01:41:57+00:00
CHG-000858,ACCT-000032,B0008,2026-07-25,Tax Surcharge,306.2,2026-07-15T01:41:57+00:00
CHG-000859,ACCT-000032,B0008,2026-08-07,Tax Surcharge,254.25,2026-07-15T01:41:57+00:00
CHG-000860,ACCT-000084,B0008,2026-08-04,Tax Surcharge,79.26,2026-07-15T01:41:57+00:00
CHG-000861,ACCT-000008,B0008,2026-08-09,Rider,97.24,2026-07-15T01:41:57+00:00
CHG-000862,ACCT-000008,B0008,2026-07-23,Tax Surcharge,333.89,2026-07-15T01:41:57+00:00
CHG-000863,ACCT-000008,B0008,2026-08-02,Energy,69.3,2026-07-15T01:41:57+00:00
CHG-000864,ACCT-000024,B0008,2026-07-24,Energy,44.61,2026-07-15T01:41:57+00:00
CHG-000865,ACCT-000024,B0008,2026-07-23,Rider,191.2,2026-07-15T01:41:57+00:00
CHG-000866,ACCT-000024,B0008,2026-07-21,Energy,47.64,2026-07-15T01:41:57+00:00
CHG-000867,ACCT-000024,B0008,2026-08-13,Tax Surcharge,105.72,2026-07-15T01:41:57+00:00
CHG-000868,ACCT-000113,B0008,2026-07-22,Tax Surcharge,290.83,2026-07-15T01:41:57+00:00
CHG-000869,ACCT-000076,B0008,2026-07-25,Rider,284.31,2026-07-15T01:41:57+00:00
CHG-000870,ACCT-000076,B0008,2026-07-23,Tax Surcharge,103.07,2026-07-15T01:41:57+00:00
CHG-000871,ACCT-000076,B0008,2026-08-03,Base Fee,197.17,2026-07-15T01:41:57+00:00
CHG-000872,ACCT-000029,B0008,2026-08-02,Base Fee,185.85,2026-07-15T01:41:57+00:00
CHG-000873,ACCT-000029,B0008,2026-08-12,Base Fee,99.71,2026-07-15T01:41:57+00:00
CHG-000874,ACCT-000058,B0008,2026-08-05,Energy,394.56,2026-07-15T01:41:57+00:00
CHG-000875,ACCT-000058,B0008,2026-07-20,Rider,252.69,2026-07-15T01:41:57+00:00
CHG-000876,ACCT-000058,B0008,2026-08-03,Base Fee,248.81,2026-07-15T01:41:57+00:00
CHG-000877,ACCT-000114,B0008,2026-07-19,Energy,107.81,2026-07-15T01:41:57+00:00
CHG-000878,ACCT-000114,B0008,2026-07-26,Base Fee,274.32,2026-07-15T01:41:57+00:00
CHG-000879,ACCT-000124,B0008,2026-07-19,Energy,398.5,2026-07-15T01:41:57+00:00
CHG-000880,ACCT-000124,B0008,2026-08-06,Base Fee,188.38,2026-07-15T01:41:57+00:00
CHG-000881,ACCT-000115,B0008,2026-08-12,Rider,280.13,2026-07-15T01:41:57+00:00
CHG-000882,ACCT-000132,B0008,2026-08-03,Tax Surcharge,114.57,2026-07-15T01:41:57+00:00
CHG-000883,ACCT-000006,B0008,2026-08-02,Tax Surcharge,270.75,2026-07-15T01:41:57+00:00
CHG-000884,ACCT-000127,B0008,2026-08-11,Tax Surcharge,297.62,2026-07-15T01:41:57+00:00
CHG-000885,ACCT-000127,B0008,2026-08-08,Base Fee,225.18,2026-07-15T01:41:57+00:00
CHG-000886,ACCT-000127,B0008,2026-07-22,Rider,184.08,2026-07-15T01:41:57+00:00
CHG-000887,ACCT-000127,B0008,2026-07-30,Rider,59.45,2026-07-15T01:41:57+00:00
CHG-000888,ACCT-000069,B0008,2026-07-25,Delivery,57.3,2026-07-15T01:41:57+00:00
CHG-000889,ACCT-000069,B0008,2026-07-29,Rider,254.82,2026-07-15T01:41:57+00:00
CHG-000890,ACCT-000069,B0008,2026-08-10,Rider,163.41,2026-07-15T01:41:57+00:00
CHG-000891,ACCT-000069,B0008,2026-08-06,Delivery,37.91,2026-07-15T01:41:57+00:00
CHG-000892,ACCT-000098,B0008,2026-08-13,Rider,171.49,2026-07-15T01:41:57+00:00
CHG-000893,ACCT-000098,B0008,2026-08-08,Base Fee,311.7,2026-07-15T01:41:57+00:00
CHG-000894,ACCT-000098,B0008,2026-07-24,Delivery,93.59,2026-07-15T01:41:57+00:00
CHG-000895,ACCT-000063,B0008,2026-07-26,Base Fee,142.45,2026-07-15T01:41:57+00:00
CHG-000896,ACCT-000063,B0008,2026-07-21,Rider,154.21,2026-07-15T01:41:57+00:00
CHG-000897,ACCT-000064,B0008,2026-07-27,Base Fee,41.02,2026-07-15T01:41:57+00:00
CHG-000898,ACCT-000064,B0008,2026-07-20,Delivery,170.85,2026-07-15T01:41:57+00:00
CHG-000899,ACCT-000030,B0008,2026-07-20,Rider,105.24,2026-07-15T01:41:57+00:00
CHG-000900,ACCT-000083,B0008,2026-07-31,Base Fee,261.4,2026-07-15T01:41:57+00:00
CHG-000901,ACCT-000083,B0008,2026-07-27,Delivery,88.76,2026-07-15T01:41:57+00:00
CHG-000902,ACCT-000081,B0008,2026-08-03,Energy,152.76,2026-07-15T01:41:57+00:00
CHG-000903,ACCT-000081,B0008,2026-08-13,Delivery,256.86,2026-07-15T01:41:57+00:00
CHG-000904,ACCT-000081,B0008,2026-08-04,Delivery,77.19,2026-07-15T01:41:57+00:00
CHG-000905,ACCT-000033,B0008,2026-08-03,Base Fee,383.13,2026-07-15T01:41:57+00:00
CHG-000906,ACCT-000033,B0008,2026-08-12,Tax Surcharge,154.35,2026-07-15T01:41:57+00:00
CHG-000907,ACCT-000033,B0008,2026-08-02,Rider,42.6,2026-07-15T01:41:57+00:00
CHG-000908,ACCT-000077,B0008,2026-07-24,Tax Surcharge,220.3,2026-07-15T01:41:57+00:00
CHG-000909,ACCT-000077,B0008,2026-08-09,Delivery,165.11,2026-07-15T01:41:57+00:00
CHG-000910,ACCT-000077,B0008,2026-07-27,Rider,155.65,2026-07-15T01:41:57+00:00
CHG-000911,ACCT-000051,B0008,2026-07-25,Base Fee,39.67,2026-07-15T01:41:57+00:00
CHG-000912,ACCT-000130,B0008,2026-07-24,Delivery,123.06,2026-07-15T01:41:57+00:00
CHG-000913,ACCT-000130,B0008,2026-07-19,Base Fee,291.95,2026-07-15T01:41:57+00:00
CHG-000914,ACCT-000130,B0008,2026-08-04,Tax Surcharge,199.53,2026-07-15T01:41:57+00:00
CHG-000915,ACCT-000130,B0008,2026-08-10,Tax Surcharge,62.26,2026-07-15T01:41:57+00:00
CHG-000916,ACCT-000100,B0008,2026-08-10,Tax Surcharge,203.89,2026-07-15T01:41:57+00:00
CHG-000917,ACCT-000052,B0008,2026-08-10,Tax Surcharge,311.62,2026-07-15T01:41:57+00:00
CHG-000918,ACCT-000052,B0008,2026-07-27,Rider,126.12,2026-07-15T01:41:57+00:00
CHG-000919,ACCT-000052,B0008,2026-07-21,Rider,274.09,2026-07-15T01:41:57+00:00
CHG-000920,ACCT-000052,B0008,2026-07-22,Delivery,208.89,2026-07-15T01:41:57+00:00
CHG-000921,ACCT-000138,B0008,2026-08-07,Energy,376.16,2026-07-15T01:41:57+00:00
CHG-000922,ACCT-000138,B0008,2026-07-20,Tax Surcharge,107.78,2026-07-15T01:41:57+00:00
CHG-000923,ACCT-000138,B0008,2026-07-23,Rider,359.17,2026-07-15T01:41:57+00:00
CHG-000924,ACCT-000138,B0008,2026-07-26,Tax Surcharge,47.21,2026-07-15T01:41:57+00:00
CHG-000925,ACCT-000139,B0008,2026-08-12,Base Fee,210.54,2026-07-15T01:41:57+00:00
CHG-000926,ACCT-000140,B0008,2026-08-11,Tax Surcharge,217.36,2026-07-15T01:41:57+00:00
CHG-000927,ACCT-000140,B0008,2026-08-04,Tax Surcharge,50.82,2026-07-15T01:41:57+00:00
CHG-000928,ACCT-000081,B0009,2026-09-05,Delivery,349.77,2026-07-15T04:44:07+00:00
CHG-000929,ACCT-000081,B0009,2026-09-12,Rider,302.17,2026-07-15T04:44:07+00:00
CHG-000930,ACCT-000081,B0009,2026-08-26,Energy,354.2,2026-07-15T04:44:07+00:00
CHG-000931,ACCT-000029,B0009,2026-08-22,Delivery,303.1,2026-07-15T04:44:07+00:00
CHG-000932,ACCT-000029,B0009,2026-09-10,Base Fee,67.5,2026-07-15T04:44:07+00:00
CHG-000933,ACCT-000029,B0009,2026-09-02,Base Fee,212.99,2026-07-15T04:44:07+00:00
CHG-000934,ACCT-000029,B0009,2026-09-04,Tax Surcharge,258.69,2026-07-15T04:44:07+00:00
CHG-000935,ACCT-000057,B0009,2026-09-05,Energy,190.47,2026-07-15T04:44:07+00:00
CHG-000936,ACCT-000057,B0009,2026-08-22,Energy,353.57,2026-07-15T04:44:07+00:00
CHG-000937,ACCT-000057,B0009,2026-09-04,Energy,34.24,2026-07-15T04:44:07+00:00
CHG-000938,ACCT-000057,B0009,2026-09-05,Rider,288.69,2026-07-15T04:44:07+00:00
CHG-000939,ACCT-000096,B0009,2026-09-04,Energy,338.45,2026-07-15T04:44:07+00:00
CHG-000940,ACCT-000085,B0009,2026-09-03,Delivery,393.44,2026-07-15T04:44:07+00:00
CHG-000941,ACCT-000085,B0009,2026-09-01,Base Fee,28.63,2026-07-15T04:44:07+00:00
CHG-000942,ACCT-000085,B0009,2026-08-28,Tax Surcharge,247.57,2026-07-15T04:44:07+00:00
CHG-000943,ACCT-000120,B0009,2026-08-25,Base Fee,398.38,2026-07-15T04:44:07+00:00
CHG-000944,ACCT-000120,B0009,2026-08-29,Energy,191.35,2026-07-15T04:44:07+00:00
CHG-000945,ACCT-000101,B0009,2026-09-10,Tax Surcharge,87.94,2026-07-15T04:44:07+00:00
CHG-000946,ACCT-000101,B0009,2026-09-02,Tax Surcharge,34.48,2026-07-15T04:44:07+00:00
CHG-000947,ACCT-000101,B0009,2026-08-20,Base Fee,234.3,2026-07-15T04:44:07+00:00
CHG-000948,ACCT-000101,B0009,2026-08-26,Rider,314.96,2026-07-15T04:44:07+00:00
CHG-000949,ACCT-000097,B0009,2026-09-10,Base Fee,359.61,2026-07-15T04:44:07+00:00
CHG-000950,ACCT-000097,B0009,2026-09-08,Base Fee,88.83,2026-07-15T04:44:07+00:00
CHG-000951,ACCT-000097,B0009,2026-08-25,Tax Surcharge,191.67,2026-07-15T04:44:07+00:00
CHG-000952,ACCT-000097,B0009,2026-08-24,Tax Surcharge,194.87,2026-07-15T04:44:07+00:00
CHG-000953,ACCT-000079,B0009,2026-08-29,Tax Surcharge,55.82,2026-07-15T04:44:07+00:00
CHG-000954,ACCT-000079,B0009,2026-08-29,Tax Surcharge,322.47,2026-07-15T04:44:07+00:00
CHG-000955,ACCT-000137,B0009,2026-09-10,Rider,45.58,2026-07-15T04:44:07+00:00
CHG-000956,ACCT-000137,B0009,2026-09-01,Delivery,190.32,2026-07-15T04:44:07+00:00
CHG-000957,ACCT-000137,B0009,2026-09-06,Tax Surcharge,27.46,2026-07-15T04:44:07+00:00
CHG-000958,ACCT-000071,B0009,2026-08-28,Energy,171.2,2026-07-15T04:44:07+00:00
CHG-000959,ACCT-000071,B0009,2026-08-27,Energy,296.03,2026-07-15T04:44:07+00:00
CHG-000960,ACCT-000005,B0009,2026-09-01,Energy,20.3,2026-07-15T04:44:07+00:00
CHG-000961,ACCT-000005,B0009,2026-08-24,Delivery,127.88,2026-07-15T04:44:07+00:00
CHG-000962,ACCT-000094,B0009,2026-09-07,Tax Surcharge,97.47,2026-07-15T04:44:07+00:00
CHG-000963,ACCT-000063,B0009,2026-09-05,Energy,85.9,2026-07-15T04:44:07+00:00
CHG-000964,ACCT-000063,B0009,2026-08-25,Tax Surcharge,181.58,2026-07-15T04:44:07+00:00
CHG-000965,ACCT-000128,B0009,2026-08-28,Base Fee,251.33,2026-07-15T04:44:07+00:00
CHG-000966,ACCT-000128,B0009,2026-08-31,Energy,81.75,2026-07-15T04:44:07+00:00
CHG-000967,ACCT-000068,B0009,2026-08-27,Base Fee,158.38,2026-07-15T04:44:07+00:00
CHG-000968,ACCT-000068,B0009,2026-08-23,Delivery,237.46,2026-07-15T04:44:07+00:00
CHG-000969,ACCT-000068,B0009,2026-09-10,Tax Surcharge,150.38,2026-07-15T04:44:07+00:00
CHG-000970,ACCT-000048,B0009,2026-08-20,Delivery,284.06,2026-07-15T04:44:07+00:00
CHG-000971,ACCT-000048,B0009,2026-08-23,Base Fee,115.1,2026-07-15T04:44:07+00:00
CHG-000972,ACCT-000048,B0009,2026-09-11,Energy,119.79,2026-07-15T04:44:07+00:00
CHG-000973,ACCT-000048,B0009,2026-08-31,Energy,307.24,2026-07-15T04:44:07+00:00
CHG-000974,ACCT-000087,B0009,2026-08-30,Base Fee,101.12,2026-07-15T04:44:07+00:00
CHG-000975,ACCT-000087,B0009,2026-08-31,Energy,133.07,2026-07-15T04:44:07+00:00
CHG-000976,ACCT-000087,B0009,2026-08-19,Tax Surcharge,105.95,2026-07-15T04:44:07+00:00
CHG-000977,ACCT-000062,B0009,2026-08-18,Tax Surcharge,107.83,2026-07-15T04:44:07+00:00
CHG-000978,ACCT-000062,B0009,2026-08-29,Tax Surcharge,125.9,2026-07-15T04:44:07+00:00
CHG-000979,ACCT-000091,B0009,2026-09-08,Tax Surcharge,43.18,2026-07-15T04:44:07+00:00
CHG-000980,ACCT-000091,B0009,2026-08-27,Base Fee,100.88,2026-07-15T04:44:07+00:00
CHG-000981,ACCT-000091,B0009,2026-09-07,Tax Surcharge,141.58,2026-07-15T04:44:07+00:00
CHG-000982,ACCT-000092,B0009,2026-09-06,Delivery,294.9,2026-07-15T04:44:07+00:00
CHG-000983,ACCT-000026,B0009,2026-08-27,Tax Surcharge,120.67,2026-07-15T04:44:07+00:00
CHG-000984,ACCT-000026,B0009,2026-08-31,Delivery,338.68,2026-07-15T04:44:07+00:00
CHG-000985,ACCT-000026,B0009,2026-09-12,Tax Surcharge,353.4,2026-07-15T04:44:07+00:00
CHG-000986,ACCT-000026,B0009,2026-08-29,Energy,68.64,2026-07-15T04:44:07+00:00
CHG-000987,ACCT-000113,B0009,2026-09-01,Tax Surcharge,233.09,2026-07-15T04:44:07+00:00
CHG-000988,ACCT-000006,B0009,2026-09-02,Delivery,91.04,2026-07-15T04:44:07+00:00
CHG-000989,ACCT-000006,B0009,2026-09-06,Energy,393.24,2026-07-15T04:44:07+00:00
CHG-000990,ACCT-000006,B0009,2026-09-06,Tax Surcharge,332.3,2026-07-15T04:44:07+00:00
CHG-000991,ACCT-000006,B0009,2026-08-27,Energy,127.13,2026-07-15T04:44:07+00:00
CHG-000992,ACCT-000061,B0009,2026-09-05,Tax Surcharge,229.2,2026-07-15T04:44:07+00:00
CHG-000993,ACCT-000108,B0009,2026-08-25,Rider,114.04,2026-07-15T04:44:07+00:00
CHG-000994,ACCT-000058,B0009,2026-08-31,Rider,173.81,2026-07-15T04:44:07+00:00
CHG-000995,ACCT-000058,B0009,2026-08-31,Tax Surcharge,149.58,2026-07-15T04:44:07+00:00
CHG-000996,ACCT-000058,B0009,2026-08-20,Energy,252.06,2026-07-15T04:44:07+00:00
CHG-000997,ACCT-000067,B0009,2026-09-08,Tax Surcharge,204.57,2026-07-15T04:44:07+00:00
CHG-000998,ACCT-000067,B0009,2026-08-26,Delivery,144.52,2026-07-15T04:44:07+00:00
CHG-000999,ACCT-000067,B0009,2026-08-29,Delivery,120.05,2026-07-15T04:44:07+00:00
CHG-001000,ACCT-000067,B0009,2026-08-29,Delivery,120.05,2026-07-15T04:44:07+00:00
CHG-001001,ACCT-000055,B0009,2026-08-19,Delivery,175.52,2026-07-15T04:44:07+00:00
CHG-001002,ACCT-000055,B0009,2026-08-27,Tax Surcharge,45.69,2026-07-15T04:44:07+00:00
CHG-001003,ACCT-000119,B0009,2026-09-05,Tax Surcharge,347.11,2026-07-15T04:44:07+00:00
CHG-001004,ACCT-000119,B0009,2026-08-30,Delivery,48.29,2026-07-15T04:44:07+00:00
CHG-001005,ACCT-000141,B0009,2026-08-19,Tax Surcharge,361.08,2026-07-15T04:44:07+00:00
CHG-001006,ACCT-000142,B0009,2026-09-03,Tax Surcharge,188.53,2026-07-15T04:44:07+00:00
CHG-001007,ACCT-000142,B0009,2026-09-10,Energy,385.24,2026-07-15T04:44:07+00:00
CHG-001008,ACCT-000142,B0009,2026-08-25,Delivery,295.23,2026-07-15T04:44:07+00:00
CHG-001009,ACCT-000143,B0009,2026-08-29,Tax Surcharge,262.42,2026-07-15T04:44:07+00:00
CHG-001010,ACCT-000143,B0009,2026-09-01,Rider,51.29,2026-07-15T04:44:07+00:00
CHG-001011,ACCT-000143,B0009,2026-09-02,Tax Surcharge,185.49,2026-07-15T04:44:07+00:00
CHG-001012,ACCT-000143,B0009,2026-08-25,Base Fee,296.46,2026-07-15T04:44:07+00:00
CHG-001013,ACCT-000063,B0010,2026-10-11,Tax Surcharge,373.56,2026-07-15T07:08:34+00:00
CHG-001014,ACCT-000063,B0010,2026-10-07,Base Fee,68.28,2026-07-15T07:08:34+00:00
CHG-001015,ACCT-000063,B0010,2026-09-25,Tax Surcharge,137.67,2026-07-15T07:08:34+00:00
CHG-001016,ACCT-000063,B0010,2026-09-25,Rider,325.63,2026-07-15T07:08:34+00:00
CHG-001017,ACCT-000103,B0010,2026-10-11,Delivery,192.21,2026-07-15T07:08:34+00:00
CHG-001018,ACCT-000052,B0010,2026-09-29,Energy,301.15,2026-07-15T07:08:34+00:00
CHG-001019,ACCT-000041,B0010,2026-10-10,Delivery,72.72,2026-07-15T07:08:34+00:00
CHG-001020,ACCT-000041,B0010,2026-09-29,Tax Surcharge,147.09,2026-07-15T07:08:34+00:00
CHG-001021,ACCT-000076,B0010,2026-09-20,Base Fee,224.9,2026-07-15T07:08:34+00:00
CHG-001022,ACCT-000076,B0010,2026-09-17,Base Fee,251.84,2026-07-15T07:08:34+00:00
CHG-001023,ACCT-000075,B0010,2026-10-04,Tax Surcharge,342.96,2026-07-15T07:08:34+00:00
CHG-001024,ACCT-000075,B0010,2026-09-20,Rider,331.39,2026-07-15T07:08:34+00:00
CHG-001025,ACCT-000095,B0010,2026-09-22,Tax Surcharge,94.41,2026-07-15T07:08:34+00:00
CHG-001026,ACCT-000095,B0010,2026-09-23,Base Fee,333.79,2026-07-15T07:08:34+00:00
CHG-001027,ACCT-000095,B0010,2026-10-01,Tax Surcharge,168.72,2026-07-15T07:08:34+00:00
CHG-001028,ACCT-000095,B0010,2026-09-30,Rider,210.61,2026-07-15T07:08:34+00:00
CHG-001029,ACCT-000095,B0010,2026-10-01,Tax Surcharge,168.72,2026-07-15T07:08:34+00:00
CHG-001030,ACCT-000003,B0010,2026-10-02,Delivery,262.96,2026-07-15T07:08:34+00:00
CHG-001031,ACCT-000127,B0010,2026-09-25,Tax Surcharge,225.85,2026-07-15T07:08:34+00:00
CHG-001032,ACCT-000127,B0010,2026-09-21,Base Fee,203.48,2026-07-15T07:08:34+00:00
CHG-001033,ACCT-000092,B0010,2026-09-17,Tax Surcharge,136.87,2026-07-15T07:08:34+00:00
CHG-001034,ACCT-000092,B0010,2026-09-28,Delivery,205.61,2026-07-15T07:08:34+00:00
CHG-001035,ACCT-000010,B0010,2026-09-17,Rider,313.49,2026-07-15T07:08:34+00:00
CHG-001036,ACCT-000010,B0010,2026-10-09,Rider,279.29,2026-07-15T07:08:34+00:00
CHG-001037,ACCT-000010,B0010,2026-10-11,Delivery,53.43,2026-07-15T07:08:34+00:00
CHG-001038,ACCT-000021,B0010,2026-10-01,Rider,109.0,2026-07-15T07:08:34+00:00
CHG-001039,ACCT-000021,B0010,2026-09-20,Base Fee,197.97,2026-07-15T07:08:34+00:00
CHG-001040,ACCT-000021,B0010,2026-09-19,Energy,20.25,2026-07-15T07:08:34+00:00
CHG-001041,ACCT-000021,B0010,2026-09-28,Tax Surcharge,160.96,2026-07-15T07:08:34+00:00
CHG-001042,ACCT-000136,B0010,2026-10-07,Base Fee,21.31,2026-07-15T07:08:34+00:00
CHG-001043,ACCT-000136,B0010,2026-10-02,Delivery,187.69,2026-07-15T07:08:34+00:00
CHG-001044,ACCT-000061,B0010,2026-09-22,Rider,58.95,2026-07-15T07:08:34+00:00
CHG-001045,ACCT-000061,B0010,2026-10-10,Base Fee,299.7,2026-07-15T07:08:34+00:00
CHG-001046,ACCT-000119,B0010,2026-10-10,Base Fee,20.84,2026-07-15T07:08:34+00:00
CHG-001047,ACCT-000119,B0010,2026-09-30,Base Fee,180.18,2026-07-15T07:08:34+00:00
CHG-001048,ACCT-000002,B0010,2026-10-01,Base Fee,220.29,2026-07-15T07:08:34+00:00
CHG-001049,ACCT-000002,B0010,2026-10-07,Tax Surcharge,185.8,2026-07-15T07:08:34+00:00
CHG-001050,ACCT-000002,B0010,2026-10-12,Base Fee,157.44,2026-07-15T07:08:34+00:00
CHG-001051,ACCT-000002,B0010,2026-09-29,Rider,344.85,2026-07-15T07:08:34+00:00
CHG-001052,ACCT-000053,B0010,2026-10-07,Rider,383.95,2026-07-15T07:08:34+00:00
CHG-001053,ACCT-000084,B0010,2026-10-04,Tax Surcharge,152.12,2026-07-15T07:08:34+00:00
CHG-001054,ACCT-000084,B0010,2026-10-10,Energy,36.44,2026-07-15T07:08:34+00:00
CHG-001055,ACCT-000018,B0010,2026-09-28,Base Fee,377.04,2026-07-15T07:08:34+00:00
CHG-001056,ACCT-000018,B0010,2026-09-20,Rider,265.01,2026-07-15T07:08:34+00:00
